CVE,Reference ID(s),Type,Severity,Component,Reference URLs
CVE-2021-0399,A-176919394,EoP,High,xt_qtaguid,https://android-review.googlesource.com/c/kernel/common/+/1549134/;https://android-review.googlesource.com/c/kernel/common/+/1549135/;https://android-review.googlesource.com/c/kernel/common/+/1549137/;https://android-review.googlesource.com/c/kernel/common/+/1549138/;https://android-review.googlesource.com/c/kernel/common/+/1549857/;https://android-review.googlesource.com/c/kernel/common/+/1549117/;https://android-review.googlesource.com/c/kernel/common/+/1549118/;https://android-review.googlesource.com/c/kernel/common/+/1549119/
