CVE,Reference ID(s),Type,Severity,Updated AOSP versions,Reference URLs
CVE-2020-0078,A-144766455,EoP,High,"9, 10",https://android.googlesource.com/platform/frameworks/av/+/fe8b9a7cb32f739e3855c51c8803590908a1da9c
CVE-2020-0079,A-144506242,EoP,High,"9, 10",https://android.googlesource.com/platform/frameworks/av/+/bcd4eaae518a8185726fd440fca9e3b6eee6a1ff
