CVE,Reference ID(s),Type,Severity,Updated AOSP versions,Reference URLs
CVE-2020-0117,A-151155194,RCE,Critical,"8.0, 8.1, 9, 10",https://android.googlesource.com/platform/system/bt/+/1570b62c88d7c5b9c6bfe43da8cc16ea30d3e8df
CVE-2020-8597,A-151153886,RCE,Critical,"8.0, 8.1, 9, 10",https://android.googlesource.com/platform/external/ppp/+/f9fec5c36952301e585a420f31e96d35a60d0498
