CVE,Reference ID(s),Type,Severity,Updated AOSP versions,Reference URLs
CVE-2020-0458,A-160265164,RCE,Critical,"8.0, 8.1, 9, 10",https://android.googlesource.com/platform/system/media/+/4523a5863f7d8f449600e85e946cfdc9cff408b2;https://android.googlesource.com/platform/system/media/+/1f73a728ef4b6d7d350c0715bdb10d59e5b5f9be
